timestamp;customer_no;location
2023-01-02 14:24:00;16;fruit
2023-01-02 14:25:00;16;dairy
2023-01-02 14:26:00;16;drinks
2023-01-02 14:27:00;16;checkout
2023-01-02 20:16:00;17;entrance
2023-01-02 20:17:00;17;drinks
2023-01-02 20:18:00;17;checkout
2023-01-02 20:01:00;18;entrance
2023-01-02 20:02:00;18;fruit
2023-01-02 20:03:00;18;spices
2023-01-02 20:04:00;18;dairy
2023-01-02 20:05:00;18;checkout
2023-01-02 14:59:00;19;entrance
2023-01-02 15:00:00;19;spices
2023-01-02 15:01:00;19;checkout
2023-01-02 15:23:00;20;entrance
2023-01-02 15:24:00;20;spices
2023-01-02 15:25:00;20;dairy
2023-01-02 15:26:00;20;spices
2023-01-02 15:27:00;20;drinks
2023-01-02 15:28:00;20;checkout
2023-01-02 20:28:00;21;entrance
2023-01-02 20:29:00;21;spices
2023-01-02 20:30:00;21;dairy
2023-01-02 20:31:00;21;fruit
2023-01-02 20:32:00;21;drinks
2023-01-02 20:33:00;21;checkout
2023-01-02 19:13:00;22;entrance
2023-01-02 19:14:00;22;spices
2023-01-02 19:15:00;22;dairy
2023-01-02 19:16:00;22;spices
2023-01-02 19:17:00;22;checkout
2023-01-02 14:18:00;23;entrance
2023-01-02 14:19:00;23;fruit
2023-01-02 14:20:00;23;dairy
2023-01-02 14:21:00;23;fruit
2023-01-02 14:22:00;23;checkout
2023-01-02 16:59:00;24;entrance
2023-01-02 17:00:00;24;drinks
2023-01-02 17:01:00;24;checkout
2023-01-02 18:00:00;25;entrance
2023-01-02 18:01:00;25;fruit
2023-01-02 18:02:00;25;dairy
2023-01-02 18:03:00;25;drinks
2023-01-02 18:04:00;25;fruit
2023-01-02 18:05:00;25;checkout
2023-01-02 17:02:00;26;entrance
2023-01-02 17:03:00;26;dairy
2023-01-02 17:04:00;26;drinks
2023-01-02 17:05:00;26;checkout
2023-01-02 19:51:00;27;entrance
2023-01-02 19:52:00;27;spices
2023-01-02 19:53:00;27;drinks
2023-01-02 19:54:00;27;spices
2023-01-02 19:55:00;27;checkout
2023-01-02 18:33:00;28;entrance
2023-01-02 18:34:00;28;drinks
2023-01-02 18:35:00;28;dairy
2023-01-02 18:36:00;28;fruit
2023-01-02 18:37:00;28;drinks
2023-01-02 18:38:00;28;fruit
2023-01-02 18:39:00;28;checkout
2023-01-02 18:00:00;29;entrance
2023-01-02 18:01:00;29;dairy
2023-01-02 18:02:00;29;spices
2023-01-02 18:03:00;29;fruit
2023-01-02 18:04:00;29;checkout
2023-01-02 16:00:00;30;entrance
2023-01-02 16:01:00;30;fruit
2023-01-02 16:02:00;30;checkout
2023-01-02 17:34:00;31;entrance
2023-01-02 17:35:00;31;drinks
2023-01-02 17:36:00;31;fruit
2023-01-02 17:37:00;31;dairy
2023-01-02 17:38:00;31;spices
2023-01-02 17:39:00;31;dairy
2023-01-02 17:40:00;31;drinks
2023-01-02 17:41:00;31;checkout
2023-01-02 17:13:00;32;entrance
2023-01-02 17:14:00;32;fruit
2023-01-02 17:15:00;32;checkout
2023-01-02 16:32:00;33;entrance
2023-01-02 16:33:00;33;dairy
2023-01-02 16:34:00;33;fruit
2023-01-02 16:35:00;33;checkout
2023-01-02 07:28:00;34;entrance
2023-01-02 07:29:00;34;drinks
2023-01-02 07:30:00;34;spices
2023-01-02 07:31:00;34;fruit
2023-01-02 07:32:00;34;dairy
2023-01-02 07:33:00;34;fruit
2023-01-02 07:34:00;34;checkout
2023-01-02 12:58:00;35;entrance
2023-01-02 12:59:00;35;fruit
2023-01-02 13:00:00;35;checkout
2023-01-02 20:59:00;36;entrance
2023-01-02 21:00:00;36;dairy
2023-01-02 21:01:00;36;checkout
2023-01-02 07:15:00;37;entrance
2023-01-02 07:16:00;37;drinks
2023-01-02 07:17:00;37;checkout
2023-01-02 17:50:00;38;entrance
2023-01-02 17:51:00;38;fruit
2023-01-02 17:52:00;38;checkout
2023-01-02 16:56:00;39;entrance
2023-01-02 16:57:00;39;dairy
2023-01-02 16:58:00;39;checkout
2023-01-02 15:06:00;40;entrance
2023-01-02 15:07:00;40;fruit
2023-01-02 15:08:00;40;checkout
2023-01-02 21:39:00;41;entrance
2023-01-02 21:40:00;41;fruit
2023-01-02 21:41:00;41;checkout
2023-01-02 14:59:00;42;entrance
2023-01-02 15:00:00;42;fruit
2023-01-02 15:01:00;42;checkout
2023-01-02 17:34:00;43;entrance
2023-01-02 17:35:00;43;fruit
2023-01-02 17:36:00;43;dairy
2023-01-02 17:37:00;43;drinks
2023-01-02 17:38:00;43;checkout
2023-01-02 10:40:00;44;entrance
2023-01-02 10:41:00;44;spices
2023-01-02 10:42:00;44;checkout
2023-01-02 13:44:00;45;entrance
2023-01-02 13:45:00;45;drinks
2023-01-02 13:46:00;45;checkout
2023-01-02 20:45:00;46;entrance
2023-01-02 20:46:00;46;fruit
2023-01-02 20:47:00;46;checkout
2023-01-02 07:43:00;47;entrance
2023-01-02 07:44:00;47;spices
2023-01-02 07:45:00;47;drinks
2023-01-02 07:46:00;47;spices
2023-01-02 07:47:00;47;checkout
2023-01-02 13:46:00;48;entrance
2023-01-02 13:47:00;48;drinks
2023-01-02 13:48:00;48;checkout
2023-01-02 17:47:00;49;entrance
2023-01-02 17:48:00;49;drinks
2023-01-02 17:49:00;49;fruit
2023-01-02 17:50:00;49;drinks
2023-01-02 17:51:00;49;spices
2023-01-02 17:52:00;49;dairy
2023-01-02 17:53:00;49;spices
2023-01-02 17:54:00;49;fruit
2023-01-02 17:55:00;49;dairy
2023-01-02 17:56:00;49;checkout
2023-01-02 12:58:00;50;entrance
2023-01-02 12:59:00;50;fruit
2023-01-02 13:00:00;50;dairy
2023-01-02 13:01:00;50;spices
2023-01-02 13:02:00;50;checkout
2023-01-02 10:16:00;51;entrance
2023-01-02 10:17:00;51;spices
2023-01-02 10:18:00;51;dairy
2023-01-02 10:19:00;51;spices
2023-01-02 10:20:00;51;dairy
2023-01-02 10:21:00;51;spices
2023-01-02 10:22:00;51;dairy
2023-01-02 10:23:00;51;checkout
2023-01-02 19:22:00;52;entrance
2023-01-02 19:23:00;52;drinks
2023-01-02 19:24:00;52;fruit
2023-01-02 19:25:00;52;dairy
2023-01-02 19:26:00;52;checkout
2023-01-02 14:23:00;53;entrance
2023-01-02 14:24:00;53;drinks
2023-01-02 14:25:00;53;spices
2023-01-02 14:26:00;53;dairy
2023-01-02 14:27:00;53;checkout
2023-01-02 12:56:00;54;entrance
2023-01-02 12:57:00;54;dairy
2023-01-02 12:58:00;54;drinks
2023-01-02 12:59:00;54;checkout
2023-01-02 13:18:00;55;entrance
2023-01-02 13:19:00;55;spices
2023-01-02 13:20:00;55;dairy
2023-01-02 13:21:00;55;checkout
2023-01-02 14:37:00;56;entrance
2023-01-02 14:38:00;56;fruit
2023-01-02 14:39:00;56;dairy
2023-01-02 14:40:00;56;checkout
2023-01-02 12:04:00;57;entrance
2023-01-02 12:05:00;57;dairy
2023-01-02 12:06:00;57;checkout
2023-01-02 13:46:00;58;entrance
2023-01-02 13:47:00;58;spices
2023-01-02 13:48:00;58;fruit
2023-01-02 13:49:00;58;checkout
2023-01-02 07:39:00;59;entrance
2023-01-02 07:40:00;59;spices
2023-01-02 07:41:00;59;dairy
2023-01-02 07:42:00;59;fruit
2023-01-02 07:43:00;59;checkout
2023-01-02 17:56:00;60;entrance
2023-01-02 17:57:00;60;spices
2023-01-02 17:58:00;60;dairy
2023-01-02 17:59:00;60;checkout
2023-01-02 11:26:00;61;entrance
2023-01-02 11:27:00;61;fruit
2023-01-02 11:28:00;61;spices
2023-01-02 11:29:00;61;checkout
2023-01-02 21:26:00;62;entrance
2023-01-02 21:27:00;62;spices
2023-01-02 21:28:00;62;checkout
2023-01-02 09:37:00;63;entrance
2023-01-02 09:38:00;63;fruit
2023-01-02 09:39:00;63;checkout
2023-01-02 16:56:00;64;entrance
2023-01-02 16:57:00;64;dairy
2023-01-02 16:58:00;64;checkout
2023-01-02 08:33:00;65;entrance
2023-01-02 08:34:00;65;dairy
2023-01-02 08:35:00;65;drinks
2023-01-02 08:36:00;65;spices
2023-01-02 08:37:00;65;dairy
2023-01-02 08:38:00;65;checkout
2023-01-02 17:15:00;66;entrance
2023-01-02 17:16:00;66;fruit
2023-01-02 17:17:00;66;checkout
2023-01-02 17:16:00;67;entrance
2023-01-02 17:17:00;67;dairy
2023-01-02 17:18:00;67;fruit
2023-01-02 17:19:00;67;dairy
2023-01-02 17:20:00;67;checkout
2023-01-02 17:19:00;68;entrance
2023-01-02 17:20:00;68;fruit
2023-01-02 17:21:00;68;checkout
2023-01-02 19:03:00;69;entrance
2023-01-02 19:04:00;69;dairy
2023-01-02 19:05:00;69;checkout
2023-01-02 08:22:00;70;entrance
2023-01-02 08:23:00;70;drinks
2023-01-02 08:24:00;70;checkout
2023-01-02 18:29:00;71;entrance
2023-01-02 18:30:00;71;dairy
2023-01-02 18:31:00;71;spices
2023-01-02 18:32:00;71;checkout
2023-01-02 08:55:00;72;entrance
2023-01-02 08:56:00;72;fruit
2023-01-02 08:57:00;72;checkout
2023-01-02 17:16:00;73;entrance
2023-01-02 17:17:00;73;dairy
2023-01-02 17:18:00;73;fruit
2023-01-02 17:19:00;73;checkout
2023-01-02 12:04:00;74;entrance
2023-01-02 12:05:00;74;dairy
2023-01-02 12:06:00;74;fruit
2023-01-02 12:07:00;74;checkout
2023-01-02 18:22:00;75;entrance
2023-01-02 18:23:00;75;spices
2023-01-02 18:24:00;75;dairy
2023-01-02 18:25:00;75;spices
2023-01-02 18:26:00;75;drinks
2023-01-02 18:27:00;75;fruit
2023-01-02 18:28:00;75;spices
2023-01-02 18:29:00;75;drinks
2023-01-02 18:30:00;75;checkout
2023-01-02 16:55:00;76;entrance
2023-01-02 16:56:00;76;drinks
2023-01-02 16:57:00;76;checkout
2023-01-02 18:57:00;77;entrance
2023-01-02 18:58:00;77;fruit
2023-01-02 18:59:00;77;checkout
2023-01-02 15:27:00;78;entrance
2023-01-02 15:28:00;78;spices
2023-01-02 15:29:00;78;drinks
2023-01-02 15:30:00;78;spices
2023-01-02 15:31:00;78;drinks
2023-01-02 15:32:00;78;spices
2023-01-02 15:33:00;78;fruit
2023-01-02 15:34:00;78;dairy
2023-01-02 15:35:00;78;fruit
2023-01-02 15:36:00;78;checkout
2023-01-02 19:49:00;79;entrance
2023-01-02 19:50:00;79;drinks
2023-01-02 19:51:00;79;checkout
2023-01-02 07:29:00;80;entrance
2023-01-02 07:30:00;80;spices
2023-01-02 07:31:00;80;drinks
2023-01-02 07:32:00;80;fruit
2023-01-02 07:33:00;80;dairy
2023-01-02 07:34:00;80;checkout
2023-01-02 21:39:00;81;entrance
2023-01-02 21:40:00;81;drinks
2023-01-02 21:41:00;81;checkout
2023-01-02 18:56:00;82;entrance
2023-01-02 18:57:00;82;dairy
2023-01-02 18:58:00;82;fruit
2023-01-02 18:59:00;82;checkout
2023-01-02 17:51:00;83;entrance
2023-01-02 17:52:00;83;dairy
2023-01-02 17:53:00;83;fruit
2023-01-02 17:54:00;83;dairy
2023-01-02 17:55:00;83;fruit
2023-01-02 17:56:00;83;checkout
2023-01-02 09:09:00;84;entrance
2023-01-02 09:10:00;84;spices
2023-01-02 09:11:00;84;drinks
2023-01-02 09:12:00;84;checkout
2023-01-02 11:50:00;85;entrance
2023-01-02 11:51:00;85;spices
2023-01-02 11:52:00;85;dairy
2023-01-02 11:53:00;85;spices
2023-01-02 11:54:00;85;drinks
2023-01-02 11:55:00;85;checkout
2023-01-02 07:52:00;86;entrance
2023-01-02 07:53:00;86;spices
2023-01-02 07:54:00;86;fruit
2023-01-02 07:55:00;86;dairy
2023-01-02 07:56:00;86;spices
2023-01-02 07:57:00;86;fruit
2023-01-02 07:58:00;86;checkout
2023-01-02 16:35:00;87;entrance
2023-01-02 16:36:00;87;fruit
2023-01-02 16:37:00;87;dairy
2023-01-02 16:38:00;87;checkout
2023-01-02 17:19:00;88;entrance
2023-01-02 17:20:00;88;fruit
2023-01-02 17:21:00;88;checkout
2023-01-02 13:46:00;89;entrance
2023-01-02 13:47:00;89;spices
2023-01-02 13:48:00;89;dairy
2023-01-02 13:49:00;89;checkout
2023-01-02 19:08:00;90;entrance
2023-01-02 19:09:00;90;fruit
2023-01-02 19:10:00;90;checkout
2023-01-02 13:38:00;91;entrance
2023-01-02 13:39:00;91;spices
2023-01-02 13:40:00;91;dairy
2023-01-02 13:41:00;91;fruit
2023-01-02 13:42:00;91;checkout
2023-01-02 09:17:00;92;entrance
2023-01-02 09:18:00;92;fruit
2023-01-02 09:19:00;92;checkout
2023-01-02 08:21:00;93;entrance
2023-01-02 08:22:00;93;fruit
2023-01-02 08:23:00;93;spices
2023-01-02 08:24:00;93;drinks
2023-01-02 08:25:00;93;fruit
2023-01-02 08:26:00;93;checkout
2023-01-02 10:30:00;94;entrance
2023-01-02 10:31:00;94;spices
2023-01-02 10:32:00;94;dairy
2023-01-02 10:33:00;94;drinks
2023-01-02 10:34:00;94;spices
2023-01-02 10:35:00;94;checkout
2023-01-02 10:19:00;95;entrance
2023-01-02 10:20:00;95;drinks
2023-01-02 10:21:00;95;spices
2023-01-02 10:22:00;95;dairy
2023-01-02 10:23:00;95;checkout
2023-01-02 14:44:00;96;entrance
2023-01-02 14:45:00;96;fruit
2023-01-02 14:46:00;96;drinks
2023-01-02 14:47:00;96;checkout
2023-01-02 12:56:00;97;entrance
2023-01-02 12:57:00;97;fruit
2023-01-02 12:58:00;97;checkout
2023-01-02 16:37:00;98;entrance
2023-01-02 16:38:00;98;dairy
2023-01-02 16:39:00;98;drinks
2023-01-02 16:40:00;98;fruit
2023-01-02 16:41:00;98;spices
2023-01-02 16:42:00;98;drinks
2023-01-02 16:43:00;98;checkout
2023-01-02 08:54:00;99;entrance
2023-01-02 08:55:00;99;dairy
2023-01-02 08:56:00;99;fruit
2023-01-02 08:57:00;99;checkout
2023-01-02 20:11:00;100;entrance
2023-01-02 20:12:00;100;drinks
2023-01-02 20:13:00;100;checkout
2023-01-02 21:04:00;101;entrance
2023-01-02 21:05:00;101;dairy
2023-01-02 21:06:00;101;checkout
2023-01-02 14:20:00;102;entrance
2023-01-02 14:21:00;102;spices
2023-01-02 14:22:00;102;drinks
2023-01-02 14:23:00;102;checkout
2023-01-02 10:49:00;103;entrance
2023-01-02 10:50:00;103;drinks
2023-01-02 10:51:00;103;checkout
2023-01-02 14:40:00;104;entrance
2023-01-02 14:41:00;104;spices
2023-01-02 14:42:00;104;drinks
2023-01-02 14:43:00;104;spices
2023-01-02 14:44:00;104;checkout
2023-01-02 17:24:00;105;entrance
2023-01-02 17:25:00;105;dairy
2023-01-02 17:26:00;105;checkout
2023-01-02 15:32:00;106;entrance
2023-01-02 15:33:00;106;fruit
2023-01-02 15:34:00;106;dairy
2023-01-02 15:35:00;106;checkout
2023-01-02 20:42:00;107;entrance
2023-01-02 20:43:00;107;dairy
2023-01-02 20:44:00;107;checkout
2023-01-02 17:16:00;108;entrance
2023-01-02 17:17:00;108;fruit
2023-01-02 17:18:00;108;checkout
2023-01-02 14:18:00;109;entrance
2023-01-02 14:19:00;109;drinks
2023-01-02 14:20:00;109;fruit
2023-01-02 14:21:00;109;checkout
2023-01-02 14:33:00;110;entrance
2023-01-02 14:34:00;110;spices
2023-01-02 14:35:00;110;drinks
2023-01-02 14:36:00;110;checkout
2023-01-02 20:46:00;111;entrance
2023-01-02 20:47:00;111;dairy
2023-01-02 20:48:00;111;checkout
2023-01-02 19:49:00;112;entrance
2023-01-02 19:50:00;112;fruit
2023-01-02 19:51:00;112;checkout
2023-01-02 09:58:00;113;entrance
2023-01-02 09:59:00;113;fruit
2023-01-02 10:00:00;113;dairy
2023-01-02 10:01:00;113;drinks
2023-01-02 10:02:00;113;checkout
2023-01-02 07:53:00;114;entrance
2023-01-02 07:54:00;114;spices
2023-01-02 07:55:00;114;dairy
2023-01-02 07:56:00;114;spices
2023-01-02 07:57:00;114;drinks
2023-01-02 07:58:00;114;fruit
2023-01-02 07:59:00;114;checkout
2023-01-02 08:05:00;115;entrance
2023-01-02 08:06:00;115;spices
2023-01-02 08:07:00;115;dairy
2023-01-02 08:08:00;115;drinks
2023-01-02 08:09:00;115;checkout
2023-01-02 12:20:00;116;entrance
2023-01-02 12:21:00;116;dairy
2023-01-02 12:22:00;116;checkout
2023-01-02 10:40:00;117;entrance
2023-01-02 10:41:00;117;dairy
2023-01-02 10:42:00;117;fruit
2023-01-02 10:43:00;117;checkout
2023-01-02 18:42:00;118;entrance
2023-01-02 18:43:00;118;dairy
2023-01-02 18:44:00;118;spices
2023-01-02 18:45:00;118;dairy
2023-01-02 18:46:00;118;checkout
2023-01-02 20:27:00;119;entrance
2023-01-02 20:28:00;119;drinks
2023-01-02 20:29:00;119;dairy
2023-01-02 20:30:00;119;drinks
2023-01-02 20:31:00;119;dairy
2023-01-02 20:32:00;119;drinks
2023-01-02 20:33:00;119;checkout
2023-01-02 13:35:00;120;entrance
2023-01-02 13:36:00;120;spices
2023-01-02 13:37:00;120;fruit
2023-01-02 13:38:00;120;spices
2023-01-02 13:39:00;120;dairy
2023-01-02 13:40:00;120;spices
2023-01-02 13:41:00;120;dairy
2023-01-02 13:42:00;120;spices
2023-01-02 13:43:00;120;dairy
2023-01-02 13:44:00;120;fruit
2023-01-02 13:45:00;120;drinks
2023-01-02 13:46:00;120;checkout
2023-01-02 18:17:00;121;entrance
2023-01-02 18:18:00;121;drinks
2023-01-02 18:19:00;121;checkout
2023-01-02 15:40:00;122;entrance
2023-01-02 15:41:00;122;dairy
2023-01-02 15:42:00;122;drinks
2023-01-02 15:43:00;122;spices
2023-01-02 15:44:00;122;fruit
2023-01-02 15:45:00;122;dairy
2023-01-02 15:46:00;122;checkout
2023-01-02 12:06:00;123;entrance
2023-01-02 12:07:00;123;drinks
2023-01-02 12:08:00;123;checkout
2023-01-02 08:13:00;124;entrance
2023-01-02 08:14:00;124;fruit
2023-01-02 08:15:00;124;checkout
2023-01-02 09:09:00;125;entrance
2023-01-02 09:10:00;125;fruit
2023-01-02 09:11:00;125;checkout
2023-01-02 15:09:00;126;entrance
2023-01-02 15:10:00;126;dairy
2023-01-02 15:11:00;126;checkout
2023-01-02 14:09:00;127;entrance
2023-01-02 14:10:00;127;drinks
2023-01-02 14:11:00;127;checkout
2023-01-02 18:19:00;128;entrance
2023-01-02 18:20:00;128;spices
2023-01-02 18:21:00;128;dairy
2023-01-02 18:22:00;128;drinks
2023-01-02 18:23:00;128;spices
2023-01-02 18:24:00;128;dairy
2023-01-02 18:25:00;128;fruit
2023-01-02 18:26:00;128;dairy
2023-01-02 18:27:00;128;spices
2023-01-02 18:28:00;128;dairy
2023-01-02 18:29:00;128;spices
2023-01-02 18:30:00;128;drinks
2023-01-02 18:31:00;128;fruit
2023-01-02 18:32:00;128;drinks
2023-01-02 18:33:00;128;fruit
2023-01-02 18:34:00;128;checkout
2023-01-02 19:44:00;129;entrance
2023-01-02 19:45:00;129;dairy
2023-01-02 19:46:00;129;spices
2023-01-02 19:47:00;129;drinks
2023-01-02 19:48:00;129;fruit
2023-01-02 19:49:00;129;dairy
2023-01-02 19:50:00;129;spices
2023-01-02 19:51:00;129;checkout
2023-01-02 20:44:00;130;entrance
2023-01-02 20:45:00;130;fruit
2023-01-02 20:46:00;130;spices
2023-01-02 20:47:00;130;drinks
2023-01-02 20:48:00;130;checkout
2023-01-02 18:09:00;131;entrance
2023-01-02 18:10:00;131;dairy
2023-01-02 18:11:00;131;spices
2023-01-02 18:12:00;131;drinks
2023-01-02 18:13:00;131;checkout
2023-01-02 10:06:00;132;entrance
2023-01-02 10:07:00;132;drinks
2023-01-02 10:08:00;132;checkout
2023-01-02 15:44:00;133;entrance
2023-01-02 15:45:00;133;fruit
2023-01-02 15:46:00;133;dairy
2023-01-02 15:47:00;133;checkout
2023-01-02 15:09:00;134;entrance
2023-01-02 15:10:00;134;fruit
2023-01-02 15:11:00;134;spices
2023-01-02 15:12:00;134;fruit
2023-01-02 15:13:00;134;spices
2023-01-02 15:14:00;134;dairy
2023-01-02 15:15:00;134;drinks
2023-01-02 15:16:00;134;dairy
2023-01-02 15:17:00;134;checkout
2023-01-02 08:01:00;135;entrance
2023-01-02 08:02:00;135;dairy
2023-01-02 08:03:00;135;drinks
2023-01-02 08:04:00;135;checkout
2023-01-02 19:34:00;136;entrance
2023-01-02 19:35:00;136;fruit
2023-01-02 19:36:00;136;checkout
2023-01-02 10:11:00;137;entrance
2023-01-02 10:12:00;137;dairy
2023-01-02 10:13:00;137;spices
2023-01-02 10:14:00;137;drinks
2023-01-02 10:15:00;137;fruit
2023-01-02 10:16:00;137;checkout
2023-01-02 09:17:00;138;entrance
2023-01-02 09:18:00;138;dairy
2023-01-02 09:19:00;138;drinks
2023-01-02 09:20:00;138;fruit
2023-01-02 09:21:00;138;checkout
2023-01-02 21:04:00;139;entrance
2023-01-02 21:05:00;139;drinks
2023-01-02 21:06:00;139;checkout
2023-01-02 16:47:00;140;entrance
2023-01-02 16:48:00;140;dairy
2023-01-02 16:49:00;140;drinks
2023-01-02 16:50:00;140;checkout
2023-01-02 08:05:00;141;entrance
2023-01-02 08:06:00;141;fruit
2023-01-02 08:07:00;141;dairy
2023-01-02 08:08:00;141;checkout
2023-01-02 14:59:00;142;entrance
2023-01-02 15:00:00;142;spices
2023-01-02 15:01:00;142;dairy
2023-01-02 15:02:00;142;fruit
2023-01-02 15:03:00;142;checkout
2023-01-02 18:24:00;143;entrance
2023-01-02 18:25:00;143;dairy
2023-01-02 18:26:00;143;spices
2023-01-02 18:27:00;143;dairy
2023-01-02 18:28:00;143;checkout
2023-01-02 19:13:00;144;entrance
2023-01-02 19:14:00;144;drinks
2023-01-02 19:15:00;144;checkout
2023-01-02 13:03:00;145;entrance
2023-01-02 13:04:00;145;spices
2023-01-02 13:05:00;145;fruit
2023-01-02 13:06:00;145;checkout
2023-01-02 09:44:00;146;entrance
2023-01-02 09:45:00;146;dairy
2023-01-02 09:46:00;146;drinks
2023-01-02 09:47:00;146;fruit
2023-01-02 09:48:00;146;checkout
2023-01-02 15:23:00;147;entrance
2023-01-02 15:24:00;147;fruit
2023-01-02 15:25:00;147;checkout
2023-01-02 10:16:00;148;entrance
2023-01-02 10:17:00;148;dairy
2023-01-02 10:18:00;148;drinks
2023-01-02 10:19:00;148;checkout
2023-01-02 18:00:00;149;entrance
2023-01-02 18:01:00;149;fruit
2023-01-02 18:02:00;149;checkout
2023-01-02 09:45:00;150;entrance
2023-01-02 09:46:00;150;dairy
2023-01-02 09:47:00;150;spices
2023-01-02 09:48:00;150;drinks
2023-01-02 09:49:00;150;fruit
2023-01-02 09:50:00;150;checkout
2023-01-02 10:31:00;151;entrance
2023-01-02 10:32:00;151;dairy
2023-01-02 10:33:00;151;fruit
2023-01-02 10:34:00;151;dairy
2023-01-02 10:35:00;151;checkout
2023-01-02 08:54:00;152;entrance
2023-01-02 08:55:00;152;dairy
2023-01-02 08:56:00;152;fruit
2023-01-02 08:57:00;152;dairy
2023-01-02 08:58:00;152;checkout
2023-01-02 15:57:00;153;entrance
2023-01-02 15:58:00;153;dairy
2023-01-02 15:59:00;153;spices
2023-01-02 16:00:00;153;fruit
2023-01-02 16:01:00;153;dairy
2023-01-02 16:02:00;153;fruit
2023-01-02 16:03:00;153;checkout
2023-01-02 17:00:00;154;entrance
2023-01-02 17:01:00;154;dairy
2023-01-02 17:02:00;154;drinks
2023-01-02 17:03:00;154;fruit
2023-01-02 17:04:00;154;drinks
2023-01-02 17:05:00;154;checkout
2023-01-02 18:10:00;155;entrance
2023-01-02 18:11:00;155;fruit
2023-01-02 18:12:00;155;checkout
2023-01-02 15:11:00;156;entrance
2023-01-02 15:12:00;156;fruit
2023-01-02 15:13:00;156;checkout
2023-01-02 19:53:00;157;entrance
2023-01-02 19:54:00;157;dairy
2023-01-02 19:55:00;157;spices
2023-01-02 19:56:00;157;fruit
2023-01-02 19:57:00;157;checkout
2023-01-02 08:15:00;158;entrance
2023-01-02 08:16:00;158;spices
2023-01-02 08:17:00;158;dairy
2023-01-02 08:18:00;158;checkout
2023-01-02 15:23:00;159;entrance
2023-01-02 15:24:00;159;dairy
2023-01-02 15:25:00;159;fruit
2023-01-02 15:26:00;159;checkout
2023-01-02 09:11:00;160;entrance
2023-01-02 09:12:00;160;dairy
2023-01-02 09:13:00;160;checkout
2023-01-02 08:15:00;161;entrance
2023-01-02 08:16:00;161;drinks
2023-01-02 08:17:00;161;fruit
2023-01-02 08:18:00;161;checkout
2023-01-02 17:59:00;162;entrance
2023-01-02 18:00:00;162;fruit
2023-01-02 18:01:00;162;checkout
